,,,,,,,,,With High Seas,,,,Without High Seas,,,,
,,,,,,,,,Outbound_Inbound,,Outbound_inbound,,Outbound_Inbound,,Outbound_inbound,,Clear
,ISO3,,CSCC-DJO,,,CSCC-Tol,,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,
,,,USD(2020)/tCO2,,,USD(2020)/tCO2,,,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,123
,,,Mean,Std,Var,Mean,Std,Var,Mean,Std,Mean,Std,Mean,Std,Mean,Std,
108,THA,Thailand,0.362646144,0.129377135,0.016738443,0.176724266,0.075465007,0.005694967,-1.801305159,1.461915066,-1.566770298,0.817118425,0.38123156,0.666229994,-0.50317923,0.340048663,0
109,TTO,Trinidad and Tobago,0.030717172,0.011690294,0.000136663,0.001313967,0.000570025,3.25E-07,0.176882036,0.150731872,0.049658643,0.013502559,0.361749178,0.095482707,0.057566574,0.012284012,1
110,SRB,Serbia,0.084259922,0.024408106,,0.015975059,0.006857413,,-0.864439397,0.250407642,-0.163891328,0.070351568,-0.357332461,0.10351076,-0.067747597,0.029081158,1
111,ZMB,Zambia,0.080749555,0.055023806,,0.099697071,0.042453763,,-0.828425832,0.564500235,-1.022812192,0.435541642,-0.342445569,0.233346905,-0.422798867,0.180039419,1
112,RWA,Rwanda,0.075517762,0.057233362,,0.134978608,0.057548553,,-0.77475182,0.587168505,-1.384772538,0.590402118,-0.320258396,0.242717266,-0.572422058,0.244053941,1
113,AZE,Azerbaijan,0.075299735,0.03268951,,0.024177035,0.010330627,,-0.77251504,0.335368217,-0.248037042,0.105983973,-0.31933378,0.138630829,-0.102530827,0.04381049,1
114,EGY,Egypt,0.299090455,0.136847506,0.01872724,0.341775188,0.146213989,0.021378531,-1.504957939,1.49138297,-3.305704487,1.58096295,0.295077472,0.657370311,-1.24877679,0.653811773,0
115,BWA,Botswana,0.068782663,0.020507696,,0.003505361,0.001466716,,-0.705655094,0.210392551,-0.035962195,0.015047337,-0.29169595,0.086969761,-0.014865657,0.006220103,1
116,TKM,Turkmenistan,0.065714716,0.020586106,,0.015591062,0.006647702,,-0.674180416,0.211196982,-0.159951822,0.068200104,-0.278685294,0.087302288,-0.066119127,0.02819181,1
117,KEN,Kenya,0.184735173,0.120962114,0.014631833,0.372209076,0.158223886,0.025034798,-0.841169981,1.280970291,-3.68330234,1.711956184,0.270633646,0.551396572,-1.443212409,0.70759815,0
118,BGD,Bangladesh,0.225386301,0.105388251,0.011106683,1.366317328,0.584289205,0.341393875,-1.590954401,1.136195311,-13.92475678,6.318233684,-0.234497461,0.481285705,-5.701760921,2.610661263,1
119,VCT,Saint Vincent and the Grenadines,0.000996471,0.000581585,3.38E-07,0.000191897,8.16E-05,6.66E-09,0.222651546,0.038115799,0.02791538,0.00575634,0.228648674,0.037703219,0.029070287,0.005699899,1
120,CMR,Cameroon,0.076680682,0.040549421,0.001644256,0.131545517,0.056097409,0.003146919,-0.689386117,0.431187052,-1.337066019,0.606930102,-0.227893814,0.178802176,-0.545377136,0.250880525,1
121,UZB,Uzbekistan,0.051092288,0.022471525,,0.207898362,0.088798844,,-0.524166002,0.230539872,-2.132870876,0.911005103,-0.216673983,0.09529804,-0.88166273,0.376581281,1
122,LBN,Lebanon,0.081485447,0.02968978,0.000881483,0.006712946,0.002808974,7.89E-06,-0.706276662,0.327822914,-0.052225591,0.030613798,-0.215867534,0.136836801,-0.011824636,0.012978374,1
123,BOL,Bolivia,0.050760313,0.030262013,,0.054019671,0.023095842,,-0.520760199,0.31046404,-0.554198609,0.236944862,-0.21526613,0.128336214,-0.229088532,0.097945664,1
124,JOR,Jordan,0.050456388,0.016692092,,0.019331729,0.008161658,,-0.517642177,0.171247506,-0.198328071,0.083732085,-0.213977236,0.070788412,-0.081982679,0.034612249,1
